51307509148,dad,62,132
51307523902,fab,255,167
51307537338,eef,234,180
51307549442,cbb,220,216
51307549925,cag,116,71
51307554770,gga,249,139
51307600514,dda,100,271
51307604387,aad,225,73
51307609716,fdg,262,296
51307627801,cca,253,154
51307638884,fbb,125,131
51307675383,dbd,209,187
51307701921,bec,120,148
51307703372,gga,65,151
51307710011,fbc,212,180
51307759398,faf,204,92
51307786628,bag,30,139
51307799746,gac,260,60
51307817149,cbb,91,220
51307878123,cdf,80,155
51307881113,dfb,99,170
51307886937,ggf,249,23
51307927975,bab,192,254
51307931078,efg,102,113
51307931392,bad,208,218
51307944343,gfg,68,138
51307950867,gaa,109,156
51307955075,cag,61,73
51307982402,cgg,144,11
51308008169,cdd,111,47
51308008661,beb,1,225
51308013552,gdb,287,27
51308025375,aeg,151,100
51308038532,aed,20,115
51308046608,ebc,283,328
51308046741,cge,140,30
51308081550,cfg,247,222
51308087090,cfc,112,225
51308105190,gec,133,170
51308108077,bbc,99,208
51308109485,gbc,75,100
51308143401,ddc,225,221
51308151930,ffc,106,52
51308157617,efb,161,78
51308169659,gca,117,212
51308188297,fgb,115,52
51308191930,fac,129,96
51308201611,daf,269,89
51308216843,bfe,71,112
51308234109,bfe,33,124
51308242325,edg,119,197
51308267374,ede,198,62
51308275839,fed,189,109
51308296778,ggg,250,109
51308305817,ffb,162,255
51308307750,acg,262,15
51308314299,bdg,228,115
51308334137,gef,103,150
51308374458,gea,29,268
51308389278,ggc,257,200
51308391592,aca,40,8
51308396643,edc,296,44
51308401343,ffd,297,165
51308402602,abf,39,244
51308437055,cef,94,145
51308443427,abc,119,64
51308461584,gdg,24,254
51308461646,ccg,284,36
51308463899,geg,297,109
51308475991,afg,92,64
51308479215,bbb,222,167
51308503571,cae,296,79
51308511938,gbe,183,216
51308519352,ccc,91,97
51308540067,fgg,59,115
51308550312,cga,284,164
51308553887,gce,15,118
51308562367,bff,4,20
51308575159,abb,31,71
51308577862,beb,106,240
51308603216,eec,192,223
51308617499,bdb,180,37
51308620198,cab,220,35
51308621278,gee,29,129
51308628360,bfd,265,209
51308645942,acb,24,17
51308664707,fdb,97,177
51308672644,bcf,107,336
51308674209,cdf,60,170
51308685939,acd,47,271
51308688704,geb,136,330
51308690247,ded,251,298
51308699700,cfd,19,74
51308700679,fad,81,154
51308701252,cdg,96,153
51308702184,dcf,248,15
51308718981,bab,299,287
51308723086,fdd,180,282
51308752969,deb,193,211
51308759453,adg,206,183
51308779636,ebg,169,78
51308783182,aac,152,26
51308794628,bae,235,30
51308804262,ade,290,92
51308818544,gfa,12,41
51308844522,aaa,64,92
51308847469,dbg,239,202
51308885803,aeb,208,97
51308927407,fef,16,249
51308929536,aag,120,270
51308942478,gfb,6,55
51308978757,cgf,238,108
51308979341,bcg,54,223
51308994045,ebf,293,66
51309017132,ffd,51,188
51309031089,cba,34,192
51309035843,faa,142,16
51309042396,feb,257,204
51309042566,ccb,29,169
51309045798,dfa,30,116
51309067860,acd,214,246
51309069293,cgf,102,105
51309077948,efe,201,158
51309083386,cea,292,45
51309085395,dge,214,131
51309087468,cdc,298,240
51309092744,ege,158,18
51309097432,bgd,5,67
51309104320,fbe,292,26
51309114557,dfa,185,131
51309123595,bfc,183,243
51309204198,fcb,51,209
51309220770,egf,240,175
51309239677,bab,84,321
51309249913,cbc,250,183
51309252126,agf,218,60
51309267852,bda,152,255
51309283068,baa,39,95
51309291368,dff,144,79
51309305343,cag,107,59
51309375014,cbe,151,122
51309375359,gaf,204,238
51309377235,bcc,10,31
51309381309,dfe,61,278
51309381915,bce,64,142
51309382377,dce,212,64
51309406832,bde,91,216
51309407045,gcf,44,46
51309416362,gdc,61,109
51309420731,adg,66,181
51309434206,baf,51,283
51309444279,bed,34,178
51309451771,cgd,168,190
51309457695,dde,40,272
51309474717,gae,165,66
51309480082,cca,48,172
51309493914,cbf,4,28
51309496044,ccg,67,34
51309506015,ddd,128,257
51309512416,dgb,33,14
51309533997,def,185,237
51309560938,fdd,259,315
51309563503,fdb,150,184
51309570045,fbb,237,121
51309601250,eee,231,20
51309631576,age,274,196
51309639032,fdb,226,187
51309649051,beg,265,107
51309664137,dac,114,123
51309689070,gad,75,274
51309696337,aab,280,284
51309705274,bca,159,426
51309705779,fdc,22,119
51309723227,cff,194,32
51309737115,fea,221,174
51309750385,adb,163,21
51309753440,abd,110,72
51309754631,efe,252,172
51309758867,fbc,219,181
51309777757,ebd,239,183
51309779054,bbe,292,148
51309779056,dbf,33,172
51309786038,gda,217,25
51309792816,bfg,278,71
51309794050,bga,205,147
51309800420,cfb,257,266
51309804206,eaf,142,55
51309804297,gca,218,243
51309812789,egd,289,258
51309818086,aee,98,9
51309837428,bbg,256,113
51309859159,gbg,60,103
51309866633,aga,95,74
51309875480,ggb,278,82
51309884240,cfb,13,263
51309891241,edb,19,239
51309896647,bee,208,117
51309950098,fba,167,86
51309950864,bcb,287,234
51309955238,baf,295,257
51309962055,cad,290,118
51309969994,gdd,70,96
51309971480,eab,12,22
51309986304,dgf,297,258
51309988040,afg,225,58
51310025569,gae,242,75
51310041139,cfe,72,78
51310042279,cce,57,123
51310055695,acc,173,295
51310057756,fdf,118,29
51310061432,bfa,12,334
51310067189,eba,59,263
51310081587,fce,197,54
51310091787,dec,221,155
51310127906,aae,265,132
51310137754,bcg,277,227
51310214040,fbb,171,111
51310228670,adc,84,137
51310238126,cga,239,139
51310248446,bad,99,207
51310279967,cdd,190,47
51310336026,gea,155,316
51310350611,bcd,274,261
51310354877,dea,244,67
51310361361,ecd,71,102
51310361978,dfg,64,230
51310368985,bdd,299,63
51310375391,gga,206,141
51310410856,cgf,113,115
51310420259,adc,233,150
51310426795,bfd,168,177
51310427520,dce,283,51
51310470207,fgf,6,22
51310505419,fga,248,71
51310518092,ade,227,104
51310519302,ged,230,126
51310537179,dbb,187,76
51310539458,faf,226,104
51310563492,ead,82,39
51310566919,efa,291,331
51310572661,fbd,221,19
51310588076,bac,229,307
51310598654,add,128,191
51310602661,dcd,135,210
51310607035,gcc,73,115
51310608347,dab,265,130
51310636828,aab,261,326
51310643150,ccd,125,285
51310669931,feb,109,201
51310692911,ddc,200,251
51310746239,bdc,69,70
51310764415,dde,142,255
51310768879,gbb,152,92
51310794614,ecf,48,153
51310795476,acc,168,330
51310800941,abg,150,38
51310813433,dba,104,29
51310818837,eag,99,157
51310843365,fgb,257,42
51310848994,gfc,30,130
51310849013,dcb,23,37
51310864061,bba,68,97
51310887399,cbg,195,267
51310937198,ace,214,75
51310952409,fdg,174,242
51310953109,gcb,128,143
51310963995,eba,50,257
51310992830,eac,39,153
51310993032,daa,228,65
51311013988,ffb,187,249
51311048341,eda,1,29
51311050404,fcc,271,219
51311096039,ffb,95,273
51311165646,fae,261,110
51311175639,fge,179,204
51311179032,caf,290,24
51311179591,cgc,225,200
51311193720,bfe,86,101
51311200370,ddg,124,313
51311216399,edd,198,130
51311228424,dbg,17,171
51311239486,dgd,269,52
51311268920,bae,53,26
51311313949,cdb,56,82
51311357713,bcg,114,202
51311383429,cda,155,263
51311384736,ebg,275,88
51311390599,ade,278,101
51311397070,afe,236,132
51311411998,bag,8,134
51311413248,bbb,113,168
51311423709,dca,208,57
51311428278,eed,230,120
51311441218,ace,236,72
51311465904,dad,39,153
51311467037,ced,277,57
51311469631,acf,266,35
51311483547,fag,177,145
51311514163,ace,121,69
51311527130,cbe,142,139
51311559119,cbg,283,221
51311568877,bbd,21,48
51311661288,gga,166,166
51311665386,bdb,266,42
51311676004,ceg,115,311
51311686224,eea,148,5
51311707276,bae,113,28
51311732910,fbe,292,25
51311735475,daf,32,89
51311772144,gbc,90,81
51311784453,gfe,90,131
51311801340,gab,275,131
51311839144,bba,113,94
51311842852,bdf,211,172
51311857928,cff,201,26
51311908725,fee,288,193
51311922323,fda,178,136
51311928075,fbb,130,120
51311936247,gbf,171,139
51311945276,ada,125,109
51311961530,fee,187,156
51311967670,ded,94,351
51311981896,gbe,69,183
51311996816,eaa,201,292
51312004509,gad,150,235
51312014678,gfg,140,149
51312016121,cfa,251,216
51312047296,gbc,220,94
51312069129,bgc,139,61
51312091374,ffg,55,202
51312140175,abg,74,34
51312162390,efc,185,130
51312180622,bdd,172,57
51312192148,aea,87,114
51312203758,bcb,267,198
51312205006,adf,39,338
51312215980,bfc,220,250
51312238176,ebc,28,285
51312243534,fec,199,252
51312257142,fge,40,167
51312276167,aba,68,221
51312297895,gdb,242,27
51312302373,ddf,273,243
51312331852,cbf,82,28
51312340680,bbe,120,152
51312347464,ega,277,8
51312357800,ddc,169,251
51312368131,aac,69,27
51312368213,eeb,144,275
51312369963,cfg,84,215
51312387228,aaa,252,82
51312402449,dcf,175,15
51312430977,edf,299,6
51312437724,feg,2,37
51312438130,egb,80,107
51312469809,fgd,291,137
51312472854,ecb,193,180
51312478492,bgg,270,165
51312486968,beb,175,235
51312518520,gdg,18,210
51312526449,fed,104,103
51312558808,cbc,284,173
51312568191,ebb,65,186
51312569021,gbg,155,110
51312585260,efe,5,197
51312590930,afd,148,254
51312595395,dbe,98,51
51312600684,ddg,199,356
51312609157,dfc,97,338
51312635255,bbf,243,228
51312674257,ffa,76,259
51312677960,fcf,151,140
51312678367,dgb,235,14
51312693784,fgc,297,76
51312704486,dbe,183,59
51312712233,eae,241,19
51312717989,ceb,179,187
51312749261,def,242,201
51312769337,eed,3,127
51312770872,ecg,208,96
51312793536,eec,166,196
51312803177,dbc,219,228
51312803905,fed,170,98
51312804718,ead,218,37
51312806684,fec,123,239
51312825212,gff,163,105
51312836524,ffb,63,281
51312842459,agb,209,251
51312846821,cgg,119,12
51312883088,aec,214,51
51312909263,fca,165,89
51312916340,efa,263,284
51312959871,dcc,191,47
51312975816,aaf,215,108
51313010671,ggf,62,25
51313024489,gfd,291,264
51313062425,ccf,261,217
51313075604,ebf,137,64
51313086028,fdc,215,133
51313098885,deg,55,172
51313111458,cfb,215,310
51313132195,cdb,258,70
51313136154,cdf,246,181
51313141408,dgc,198,8
51313153445,gce,246,122
51313153716,bef,232,156
51313159007,dba,268,29
51313217656,aeb,146,80
51313237019,abc,17,54
51313240459,ged,261,110
51313244625,gfb,187,53
51313249139,fcg,251,51
51313264088,aeg,233,107
51313273556,cdd,233,50
51313293296,ead,242,43
51313297081,gcc,40,95
51313301853,ebe,238,5
51313308077,agg,245,278
51313313874,cag,89,68
51313357283,eca,212,123
51313359457,ffc,257,60
51313359756,ccb,234,190
51313400492,cca,290,151
51313415867,dac,248,115
51313426370,gdf,237,248
51313451543,cbd,256,109
51313488310,bgf,138,92
51313506335,abf,204,236
51313553210,fgg,123,117
51313565621,ece,147,179
51313569292,cde,9,170
51313586721,gef,216,157
51313594518,dfb,78,173
51313606231,dcg,108,237
51313624972,cba,155,220
51313629127,dee,288,309
51313635026,cgf,84,112
51313635410,gdb,215,24
51313645472,beb,207,202
51313655762,fca,272,81
51313664543,efd,245,132
51313667026,aag,196,275
51313735435,gge,267,189
51313740393,eda,34,28
51313776030,ecc,241,313
51313799190,aeg,52,115
51313802711,baf,34,292
51313804815,gca,53,260
51313830418,afa,285,124
51313835240,fec,247,229
51313836813,gde,225,194
51313850129,ccc,264,97
51313854927,geg,266,114
51313859942,aad,42,58
51313866311,ged,174,91
51313877072,dfd,203,13
51313877542,cgb,186,231
51313891278,bec,77,124
51313894042,cfd,195,62
51313922492,bfd,234,161
51313925604,ccc,75,97
51313932643,ccd,16,233
51313968605,aec,292,44
51313975541,ggc,17,160
51314018097,dae,72,147
51314097108,aca,253,7
51314131737,ega,197,8
51314184804,fae,67,99
51314214366,aef,60,253
51314234605,ffd,288,157
51314253599,fgf,76,18
51314272873,gab,70,138
51314280109,acd,184,250
51314281681,bef,170,165
51314292350,dfd,114,11
51314325401,cdc,286,271
51314332766,dgf,159,263
51314358137,ddc,225,271
51314368608,acc,165,349
51314385072,cag,212,58
51314392400,baa,274,110
51314394644,cgb,14,237
51314401205,gac,91,70
51314419780,dcb,30,29
51314426127,bcg,213,187
51314440944,fgd,265,142
51314443493,eda,170,24
51314468387,bgg,271,189
51314506395,fde,119,196
51314507337,dbd,37,194
51314520664,acg,210,16
51314522945,bdc,296,69
51314542449,gfa,122,37
51314592027,dga,148,88
51314613226,gae,216,80
51314622447,gea,154,293
51314637266,cad,48,133
51314637342,ddb,141,9
51314663888,dcg,151,260
51314665144,dec,150,158
51314669621,dfa,187,117
51314692999,cec,96,270
51314703520,aab,75,264
51314718105,gfe,295,120
51314752860,bdb,220,40
51314753272,aee,9,10
51314771360,ffb,97,320
51314810657,abb,261,61
51314811343,bgg,80,207
51314829919,gbc,151,103
51314840915,afb,237,279
51314848908,gbb,132,100
51314851923,bdg,55,129
51314864890,abe,14,5
51314888456,eff,292,109
51314897143,egg,14,271
51314899152,aeg,148,95
51314899323,dff,69,72
51314937035,eaf,45,62
51314946781,acf,136,32
51314952038,aee,246,8
51314954997,fgb,17,47
51315014813,bfa,31,270
51315016190,beg,76,103
51315018405,gba,291,136
51315024658,dfg,219,204
51315027026,cab,292,30
51315043968,fda,136,130
51315051711,cee,264,26
51315053945,caa,132,16
51315060481,efb,3,87
51315066091,cae,273,90
51315067381,egf,105,201
51315073656,dge,205,116
51315091296,ffe,172,183
51315094226,eeg,77,184
51315124180,ceg,38,332
51315124449,afc,215,273
51315133456,ddg,82,356
51315153091,bbf,72,218
51315166196,geb,198,267
51315190370,ccb,106,199
51315208687,fbg,201,265
51315210174,ffe,236,208
51315255465,ccd,5,198
51315265917,egc,86,46
51315273943,ggg,150,93
51315302700,bgd,16,62
51315312671,edb,96,243
51315316709,fbc,216,188
51315336115,ceb,205,196
51315359035,dcd,26,239
51315386789,bgf,100,92
51315420854,ggd,264,322
51315427843,dfe,282,305
51315440207,abd,30,85
51315463983,eaa,267,242
51315467535,cbg,47,194
51315468771,dag,77,172
51315499371,beb,163,171
51315577043,fed,235,84
51315595026,aed,11,123
51315596907,gff,67,96
51315597663,ddc,224,230
51315622194,ede,200,66
51315678867,gcf,211,47
51315686719,fca,21,64
51315698218,ebc,13,282
51315703366,eed,270,142
51315717867,dgg,184,244
51315718660,bfc,166,297
51315729057,fce,226,50
51315735616,fed,166,94
51315739049,bea,15,78
51315768239,acd,61,265
51315777796,dcb,110,24
51315841988,feb,286,227
51315853737,gfg,92,177
51315869524,agd,10,115
51315881960,edc,84,38
51315937252,adg,242,200
51315952194,fcc,143,247
51315958582,gcd,59,252
51315967256,gcb,118,140
51315975858,gag,132,170
51315982398,fge,284,173
51315982900,bgg,277,178
51315988907,gcg,217,167
51316000135,bab,42,304
51316001761,edd,155,139
51316012649,beg,5,114
51316015253,agf,78,49
51316022467,gde,131,166
51316060715,agc,214,157
51316062236,cgb,166,199
51316063675,caa,221,16
51316102399,bed,155,154
51316117632,cfa,127,241
51316117856,aae,267,135
51316122498,adf,164,398
51316126651,afe,156,122
51316151224,ege,32,20
51316160829,bad,121,211
51316166339,eaf,209,50
51316198211,bbc,283,201
51316214122,gaa,60,149
51316214284,bdc,277,61
51316219299,ebd,236,203
51316224764,eff,201,114
51316235415,bac,156,245
51316241507,gcd,220,221
51316310803,ecd,152,117
51316318362,fdf,169,26
51316319235,cbe,214,148
51316328769,fba,285,86
51316338656,fgb,139,45
51316343418,bca,65,447
51316345435,bbe,254,156
51316372982,aff,190,30
51316396346,gbc,292,113
51316417148,ebd,170,190
51316424224,gab,41,146
51316445313,fbf,152,68
51316447376,dba,233,31
51316484562,fba,135,101
51316508873,efc,114,113
51316509435,gfc,52,135
51316530669,efd,149,132
51316533267,cdd,72,59
51316540422,fab,198,150
51316541789,ebg,224,89
51316544642,ege,299,18
51316557355,eca,221,114
51316559051,edg,78,198
51316568341,ccb,160,179
51316568899,bde,119,196
51316592530,adb,94,18
51316595507,gfa,128,33
51316604346,dad,238,156
51316605385,bdb,49,39
51316626215,fac,126,103
51316645188,fdb,151,190
51316673695,bee,39,114
51316708265,dbe,298,53
51316714508,cdg,104,154
51316739459,add,276,198
51316740678,dbf,121,190
51316743021,dcc,193,51
51316759690,fea,74,165
51316778204,acb,246,19
51316842774,adc,231,148
51316857657,dab,147,130
51316872067,gee,6,116
51316875056,fcc,254,244
51316878066,fef,67,296
51316901072,dcf,283,14
51316907880,dfa,99,131
51316911024,gda,149,29
51316931370,cdg,71,174
51316934429,fad,277,133
51316951447,gea,212,275
51316966149,bcd,213,305
51316975605,dae,4,154
51317005831,fff,197,264
51317030000,bfb,174,224
51317041413,cfe,29,64
51317058879,fbe,87,25
51317062342,eef,219,147
51317069927,fff,223,306
51317072481,bgb,40,200
51317084882,eag,39,161
51317106547,bab,291,294
51317114714,cgf,48,104
51317120530,ace,297,81
51317137829,gbd,173,62
51317137865,gef,18,171
51317138566,gec,153,153
51317159705,egf,62,180
51317170409,egg,96,314
51317177643,fga,91,61
51317183417,cac,78,23
51317188531,bge,88,117
51317195544,ddf,251,269
51317207738,ddd,86,274
51317250717,ggd,124,367
51317281320,deb,251,194
51317285111,caf,115,20
51317299820,afb,183,242
51317309201,fcd,103,109
51317311919,dda,276,292
51317337759,ceg,34,371
51317338807,aee,253,8
51317362470,dac,287,128
51317435650,bcc,39,32
51317487434,bdb,219,35
51317490561,gdd,46,84
51317522499,dbg,104,152
51317522774,efg,182,106
51317556406,bda,299,260
51317570441,fdg,156,212
51317590949,def,128,176
51317608876,cbc,17,173
51317612904,gdc,201,118
51317619133,cef,165,163
51317631864,bfe,192,117
51317634065,dgb,115,14
51317640333,dce,267,60
51317646012,fcb,263,175
51317665829,eac,287,145
51317678614,bbf,67,198
51317682375,ceg,53,307
51317688385,efc,119,102
51317707926,gdb,242,22
51317732916,cbb,268,261
51317776345,abg,227,32
51317797638,dad,148,152
51317798194,aad,45,49
51317805604,cge,166,28
51317816165,cgc,112,236
51317828370,bcb,98,166
51317842724,ffg,34,195
51317862474,dfc,150,297
51317879839,eff,252,101
51317884642,dba,221,33
51317897712,dda,126,254
51317899779,ffe,199,239
51317904648,cde,113,181
51317913777,efd,217,125
51317914544,bfc,84,353
51317939013,bgf,181,96
51317947503,aac,137,25
51317966016,aeb,251,72
51317966647,bcf,210,315
51317967874,gbc,37,124
51317978492,fea,41,166
51317982947,dgd,299,42
51318009632,deg,198,163
51318016398,fde,35,227
